event_id,name,clean_description,location_room,start_date_clean,start_time,end_time,duration,pre_reg_flag,paid_flag,laptop_flag,speakers_cleaned,session_type,keywords,skill_level
3841,Pulling off big projects in small(er) newsrooms,"Seeing amazing work being done by pioneers in our industry invigorates and inspires, but when we get back to our newsroom, reality can dampen our excitement. ‘We don’t have the budget’ or ‘We can’t let you take time away from your beat’ or ‘Nobody here even knows where to begin on that’ are common refrains in smaller newsrooms, and frequently mean your great idea is canned before it even has a chance. Alas, there are ways to hack these problems, offer creative solutions to your bosses and even make money for your organization with your idea. From finding developers who can work with you on a budget and structure the project, to gaining buy-in from higher-ups and finding revenue opportunities, this discussion will offer a framework for getting your big idea done. ",Oceans 6-8,2018-06-14,2018-06-14T21:45:00Z,2018-06-14T22:45:00Z,60,FALSE,FALSE,FALSE,"Evan Wyloge, Desert Sun (moderator); Emily Le Coz, GateHouse Media; Nate Morabito, WCNC-Charlotte",Panel,NA,NA
3842,Broadcast Track: Deep dive 1 (Sponsored by National Association of Broadcasters),A deep dive into how some of the biggest stories of the year came to fruition ,Crystal C,2018-06-14,2018-06-14T20:30:00Z,2018-06-14T21:30:00Z,60,FALSE,FALSE,FALSE,"Eric Flack, WUSA9 Washington (moderator); Daralene Jones, WFTV-Orlando; Duane Pohlman",Broadcast,NA,NA
3843,Under pressure: Real life in real time with breaking news (Sponsored by Knight Foundation),"It’s become one of the hottest sessions at every IRE Conference. How would you and your newsroom fare in digging out little-known facts and information under the pressure of a breaking news deadline? One of the best ways to get better is to practice. This is a real-life scenario where you can learn to break news without leaving your computer. The skills learned in this session can also be used for turning daily general assignment stories when there’s not breaking news. This session regularly fills up and the tipsheet that comes with it is in high demand. If you’re interested, get there early to get a seat. ",Oceans 9-10,2018-06-14,2018-06-14T21:45:00Z,2018-06-14T22:45:00Z,60,FALSE,FALSE,FALSE,"Stephen Stock, NBC Bay Area",Demo,NA,NA
3844,Public Records Track: FOIA appeals and disputes (Sponsored by TEGNA Foundation),"So you filed a FOIA and didn’t get what you wanted. Now what? We’ll walk you through the options for nudging, shaming, and maybe forcing the government to give you records under FOIA. When should you appeal, when should you go to court and when should you walk away? These panelists have tried it all and will walk you through the techniques that work. ",Oceans 6-8,2018-06-14,2018-06-14T23:00:00Z,2018-06-15T00:00:00Z,60,FALSE,FALSE,FALSE,"Brad Heath, USA TODAY Network (moderator), Jason Leopold, BuzzFeed News, Christine Walz, Holland & Knight LLP, Les Zaitz, Malheur Enterprise",Panel,NA,NA
3845,Mike McGraw: Celebration of his life and legacy,"Join us for a celebration of the life and work of Mike McGraw, a long-time IRE member and leader and an award-winning journalist. There will be a short presentation on Mike's last project, plus memories shared by those who worked with him over his distinguished 40-plus-year career. Mike was the recipient of a Pulitzer Prize, IRE awards and many other honors. He served on the IRE board and the endowment committee and mentored countless journalists and students. The gathering also will serve as a fundraiser for a fellowship honoring Mike, who died in January. Raise a glass in Mike's honor (cash bar available). ",Crystal E,2018-06-14,2018-06-14T23:00:00Z,2018-06-15T00:00:00Z,60,FALSE,FALSE,FALSE,"Brant Houston, University of Illinois (moderator)",Special event,NA,NA
3846,Looking for accountability on the recovery efforts In Puerto Rico,"Almost eight months after Hurricane María hit Puerto Rico, the recovery effort is moving slowly and much remains to be investigated. Many cities in Florida and around the country are also dealing with an influx of Puerto Ricans who left and have not returned home. Journalists covering the crisis in Puerto Rico will share investigative strategies and techniques as well as issues they faced while covering the crisis that followed the massive storm including health issues, the disputed death count after the hurricane, scandals with the subcontractors hired to repair the electrical grid, and the government lack of transparency. Panelists will also talk about where to look for data stories and provide journalists the tools they need to investigate after a natural disaster. This panel was planned in coordination with the National Association of Hispanic Journalists. ",Oceans 3,2018-06-14,2018-06-14T23:00:00Z,2018-06-15T00:00:00Z,60,FALSE,FALSE,FALSE,"Carla Minet, Centro de Periodismo Investigativo; Frances Robles, The New York Times; Mc Nelly Torres, independent journalist; Luis Trelles, Radio Ambulante (moderator)",Panel,NA,NA
3847,Uncovering national security stories in your community,"Once largely the domain of reporters in Washington and overseas, covering issues relating to national and global (and homeland) security is now truly something that reporters in every town in America can — and should — do. From terrorism and transnational organized crime and drug syndicates to huge government boondoggles in security expenditures to rampant violations of civil liberties, there are a million important stories to do. Panelists will discuss how to get sourced up; how to find, report on and write up the many great national stories; and how to tackle international stories with local connections. ",Oceans 4,2018-06-14,2018-06-14T23:00:00Z,2018-06-15T00:00:00Z,60,FALSE,FALSE,FALSE,"Stephen Coll, Columbia University (moderator); Jaimi Dowdell, Reuters; Josh Meyer, Politico",Panel,NA,NA
3848,Election & Politics Track: Prepping for the midterms,"Practical advice and possible story angles as your newsroom gears up to cover the 2018 midterm elections. We'll help you understand different campaign fundraising avenues, find sources for data and turn it all into stories that help your audience know who they're voting for. ",Oceans 5-7,2018-06-14,2018-06-14T23:00:00Z,2018-06-15T00:00:00Z,60,FALSE,FALSE,FALSE,"Ed Bender, National Institute on Money in State Politics; Julie Bykowicz, The Wall Street Journal; Carrie Levine, The Center for Public Integrity (moderator); Andrew Perez, MapLight",Panel,NA,NA
3849,Technology and Tools Track: Fast and furious fact-finding with Facebook,"Dutch-born Henk van Ess (twitter.com/henkvaness) does some fast and furious fact-checking in Facebook, using examples inspired by recent news stories such as the Manchester bombing, Las Vegas shooting, Jihadi John, the Russian investigation and Cambridge Analytica. Among the tricks he will show: * finding hidden friends on Facebook * finding the precise profile of an imprisoned person * what to do when a terrorist or suspect profile is deleted * how to find people on Facebook with very common last names * investigating people on Facebook when you only have a first name and a city * determining which U.S. senators are followed by which Russians * searching for certain keywords from certain persons * and the most important Facebook Formula you will ever see for your daily work. ",Crystal E,2018-06-15,2018-06-15T21:45:00Z,2018-06-15T22:45:00Z,60,FALSE,FALSE,FALSE,"Henk van Ess, Bellingcat",Panel,NA,NA
3850,Broadcast Track: 60 ideas in 60 minutes (Sponsored by National Association of Broadcasters),Looking for story ideas? We’ve got 60 stories from broadcast investigative reporters that can be done in any market. You’ll walk away with a tipsheet full of ideas that can keep you busy for months. Come early and grab a seat. This panel is not to be missed. ,Crystal C,2018-06-14,2018-06-14T23:00:00Z,2018-06-15T00:00:00Z,60,FALSE,FALSE,FALSE,"Rachel DePompa, WWBT-Richmond; Joe Ellis, KVUE/ABC Austin",Broadcast,NA,NA
3851,Election & Politics Track: What is that politician hiding? And other backgrounding tips,"Election season is upon us. We’ll discuss the best tips, websites and tools for scrubbing candidates at all levels of government, from the Trump administration to City Hall to the courthouse. We’ll show you how to investigate through politicians' business ties, past work experience, public records and even family to find potential conflicts of interest while writing the investigative profile — plus other stories that help inform readers. You'll learn backgrounding techniques that can be used for stories about politicos in the never-ending election season or for profiles about everyday individuals in your community. ",Crystal AB,2018-06-15,2018-06-15T15:00:00Z,2018-06-15T16:00:00Z,60,FALSE,FALSE,FALSE,"Steve Eder, The New York Times (moderator); James Grimaldi, The Wall Street Journal; Naomi Martin, The Dallas Morning News",Panel,NA,NA
3852,Reporting on the opioid epidemic,"Overdoses are killing more Americans each year than U.S. military deaths during the Vietnam War, yet there are only a handful of reporters on the opioid beat. Hear from reporters who are dedicated to covering the epidemic from multiple angles as they share the stories behind articles they’ve written and tips on how to cover this national crisis. Learn how to use data to show the scope of the epidemic, how to investigate pharmaceutical companies making painkillers, how to create empathy for a disease that is incredibly stigmatized, and how to navigate source-reporter relationships with active drug users and dealers. ",Crystal E,2018-06-15,2018-06-15T15:00:00Z,2018-06-15T16:00:00Z,60,FALSE,FALSE,FALSE,"Julia Lurie, Mother Jones; Holly Baltz, The Palm Beach Post; James Pilcher, The Cincinnati Enquirer (moderator)",Panel,NA,NA
3853,"Storytelling Track: The nitty gritty, down & dirty truth about doing investigations for radio and podcasts","The idea of mixing investigative reporting and audio storytelling isn’t new. But let’s face it, we could all level up. Whether you're interested in launching a multi-part series or producing a single episode, this session will help you learn how to turn your investigation into a compelling and successful audio story. We'll give you more than the basics, and spill our secrets about making documents come alive, scripting for the ear, gathering tape (even when you don’t get the interview), and above all, not leaving narratives behind. ",Crystal AB,2018-06-14,2018-06-14T23:00:00Z,2018-06-15T00:00:00Z,60,FALSE,FALSE,FALSE,"Jacob Ryan, Kentucky Center for Investigative Reporting; Kameel Stanley, St. Louis Public Radio (moderator); Alain Stephens, KUT News",Panel,NA,NA
3854,Career roundtable, NA ,Oceans 4,2018-06-15,2018-06-15T15:00:00Z,2018-06-15T16:00:00Z,60,FALSE,FALSE,FALSE,"Nicole Vap, KUSA/9News Denver;Chandra Thomas Whitfield; Noe Gonzalez; Terri Langford, independent journalist",Panel,NA,NA
3855,Storytelling Track: How to turn your investigation into a narrative: Getting them to read to the very last word,"Deep reporting? Check. Killer interviews? Check. But how do you pull it all together? Learn from master storytellers on key approaches to organization, writing, revising and self-editing to produce compelling stories with high impact. ",Oceans 5-7,2018-06-15,2018-06-15T15:00:00Z,2018-06-15T16:00:00Z,60,FALSE,FALSE,FALSE,"James Steele, Vanity Fair; Bernice Yeung, Reveal from The Center for Investigative Reporting",Panel,NA,NA
3856,"Finding, nurturing and protecting sources","This panel will share techniques and strategies essential to landing and protecting the most sensitive and delicate sources around - sexual assault victims, government administrators, whistleblowers and insiders within criminal organizations. ",Oceans 6-8,2018-06-15,2018-06-15T15:00:00Z,2018-06-15T16:00:00Z,60,FALSE,FALSE,FALSE,"Olivia Carville, The New Zealand Herald; Mary Hargrove, independent journalist; Corey Johnson, Tampa Bay Times (moderator) Must be Fri/Sat for Olivia>",Panel,NA,NA
3857,Broadcast Track: Behind bulletproofing (Sponsored by National Association of Broadcasters),"Making a story bulletproof is about more than fact-checking. It’s about building trust with your viewer. From how you handle confidential sources to silhouetted interviews, how are you explaining your process along the way? From on-air to online and all the social platforms in between, learn how you can build trust and keep it! ",Crystal C,2018-06-15,2018-06-15T15:00:00Z,2018-06-15T16:00:00Z,60,FALSE,FALSE,FALSE,"Nicole Vap, KUSA/9News Denver (moderator); Lynn Walsh, Trusting News Project; Rick Yarborough, NBC4 Washington",Broadcast,NA,NA
3858,"Finding the story: Murder, you wrote (Sponsored by Knight Foundation)","Learn how to investigate FBI computer files to look for serial killers in your town. Determine what kinds of killings go unsolved. Get the same training that homicide detectives receive from Thomas Hargrove, founder of the Murder Accountability Project. ",Oceans 9-10,2018-06-15,2018-06-15T15:00:00Z,2018-06-15T16:00:00Z,60,FALSE,FALSE,FALSE,"Thomas Hargrove, Murder Accountability Project",demo,NA,NA
3859,Storytelling Track: Self-editing moves you can start today,"Everyone needs an editor, to be sure. But you can become your first editor with these tangible tips and proven techniques for strengthening stories before you submit them. Learn from seasoned editors on how to make your stories sing. Editors, too, will pick up strategies for helping writers produce work that resonates with readers. ",Crystal AB,2018-06-15,2018-06-15T16:15:00Z,2018-06-15T17:15:00Z,60,FALSE,FALSE,FALSE,"Leslie Eaton, The Dallas Morning News; Amy Fiscus, The New York Times; Andy Hall, Wisconsin Watch (moderator)",Panel,NA,NA
3860,Management Track: Vetting story ideas and knowing when to cut bait,It's easy to fall in love with a story idea and keep pursuing it far beyond its viability. Learn tricks of the trade from experienced editors who've discovered ways to vet story ideas effectively and efficiently. Discover how to know when to hold 'em or when to fold 'em and move on to a more promising idea or thread. ,Oceans 3,2018-06-15,2018-06-15T16:15:00Z,2018-06-15T17:15:00Z,60,FALSE,FALSE,FALSE,"Greg Borowski, Milwaukee Journal Sentinel; Dwayne Bray, ESPN (moderator); Audrey Cooper, San Francisco Chronicle ",Panel,NA,NA
3861,Rolling investigations,Six months to do a story? Hardly. Hear from editors and reporters whose stories unfold at the speed of spot news. Learn how to tackle investigations based on breaking news without sacrificing daily coverage. Discover the benefits of rolling out stories in an ongoing investigation rather than waiting weeks or months to publish or go on air with all of the findings. ,Crystal E,2018-06-15,2018-06-15T16:15:00Z,2018-06-15T17:15:00Z,60,FALSE,FALSE,FALSE,"Ziva Branstetter, Reveal from The Center for Investigative Reporting (moderator); Mark Mazzetti, The New York Times; Jeremy Rogalski, KHOU-Houston",Panel,NA,NA
3862,Finding fraud on your beat (Sponsored by Bloomberg),Learn how to think like a corporate fraud investigator. What documents do you need to find? What are some red flags in them? And what might just be a red herring? This panel will walk you through the process to find fraud in the public or private sectors. ,Oceans 4,2018-06-16,2018-06-16T22:15:00Z,2018-06-16T23:15:00Z,60,FALSE,FALSE,FALSE,"Roddy Boyd, Southern Investigative Reporting Foundation; David Cay Johnston, DCReport.org (moderator); Angie Moreschi, James Hoyer Law Firm",Panel,NA,NA
3863,Reporting on guns,"From mass shootings to police shootings, guns are penetrating all types of communities in record numbers. Learn how to report on gun theft and link stolen guns to crimes, and obtain and analyze data to examine trends in gun injuries and deaths. Our panelists will offer strategies to help you effectively cover issues involving guns. ",Oceans 5-7,2018-06-15,2018-06-15T16:15:00Z,2018-06-15T17:15:00Z,60,FALSE,FALSE,FALSE,"Cheryl W. Thompson, The George Washington University (moderator); Kristin Hussey, independent journalist; Brian Freskos, The Trace; Kat McGrory, Tampa Bay Times",Panel,NA,NA
3864,No surprises: Transparency and the art of the investigative interview,Hear candid and unconventional advice from two reporters on how to interview sources who’ve suffered trauma and officials who fear exposure. ,Oceans 6-8,2018-06-15,2018-06-15T16:15:00Z,2018-06-15T17:15:00Z,60,FALSE,FALSE,FALSE,"Karen de Sa, San Francisco Chronicle; T. Christian Miller, ProPublica",Panel,NA,NA
3865,Broadcast Track: 10 of the most important lessons I've learned (Sponsored by National Association of Broadcasters),"From diving deep on a long-term investigative project to building and running a team, hear from three TV news veterans about the most important lessons they’ve learned in their careers. ",Crystal C,2018-06-15,2018-06-15T16:15:00Z,2018-06-15T17:15:00Z,60,FALSE,FALSE,FALSE,"Nancy Amons, WSMV-Nashville; Matt Goldberg, NBC4 Los Angeles (moderator); Tisha Thompson, ESPN",Broadcast,NA,NA
3866,Using drug databases: Tips for avoiding pitfalls (Sponsored by Knight Foundation),"The CDC’s WONDER database is the best national database of drug deaths, but it's outdated and flawed, leading to undercounted heroin deaths and overcounted deaths from prescription opioids. Yet this is the database that researchers primarily turn to time and time again to identify and prove drug trends, which then becomes the baseline for policy decisions about drugs. Join this demo as veteran investigative reporter Pat Beall walks you through what’s available in data, shows how to use the CDC numbers (they are tricky), explains the pitfalls and possible workarounds and also identifies ways to localize reporting some of the data-based problems. ",Oceans 9-10,2018-06-15,2018-06-15T16:15:00Z,2018-06-15T17:15:00Z,60,FALSE,FALSE,FALSE,"Pat Beall, The Palm Beach Post",Demo,NA,NA
3867,SHOWCASE: Doubling down on investigative reporting,"**Moderated by Cynthia McFadden In an epic newspaper competition, The New York Times and The Washington Post both have invested significant resources in watchdog journalism in recent years. Both have broken major stories on the Trump administration, sexual harassment and other issues on the national agenda. At the same time, both newspapers have reached record readership levels. Get an inside perspective from Dean Baquet, executive editor of the Times, and Marty Baron, executive editor of the Post. The lively, insightful conversation will be moderated by Cynthia McFadden, senior investigative and legal correspondent for NBC News. ",Oceans 6-8,2018-06-15,2018-06-15T17:30:00Z,2018-06-15T18:30:00Z,60,FALSE,FALSE,FALSE,"Dean Baquet, The New York Times; Marty Baron, The Washington Post; Cynthia McFadden, NBC News (moderator)",Panel,NA,NA
3868,Blue force tracker: Notes from the field for successful military reporting and investigations,"The military has its own unique culture, one that requires its own formal education. But despite its exclusivity, the Pentagon requires a consistent level of scrutiny from the working press on behalf of the American people as they too have problems we see in everyday society. From war on foreign battlefields and secret classified missions to sexual assault and post-traumatic stress, service members are voiceless as they are often discouraged from speaking candidly to the media. For the new or even seasoned reporter, the task of covering the largest U.S. government agency can be daunting. This session will be current "" notes from the field"" from experienced journalists on how to navigate these closed-off waters in order to effectively report on the U.S. military. ",Crystal E,2018-06-15,2018-06-15T23:00:00Z,2018-06-16T00:15:00Z,75,FALSE,FALSE,FALSE,"Mike Hixenbaugh, Houston Chronicle; James LaPorta, The Daily Beast (moderator); Brandy Zadrozny, NBC News",Panel,NA,NA
3869,On the beat: Sports business stories you should be covering,"Sports, from high schools to the pros, are rife with money – and that makes them rich sources of investigative storylines. From campus connections to Super Bowl stadiums, this panel will teach you how to find sports business stories in your community, how to follow the money to the next big scandal, and other hidden places you can find great sports investigations. We’ll also talk about imminent disruptions in college athletics that could overhaul the business of amateur sports. ",Crystal E,2018-06-15,2018-06-15T17:30:00Z,2018-06-15T18:30:00Z,60,FALSE,FALSE,FALSE,"Steve Berkowitz, USA TODAY Network; Noah Pransky, WTSP-Tampa Bay (moderator); Jodi Upton, Syracuse University",Panel,NA,NA
3870,Broadcast Track: Art of accountability (Sponsored by National Association of Broadcasters),"Experienced broadcast investigative reporters share techniques and tips for how they prepare for and conduct accountability interviews. They will cover their approaches to a scheduled interview versus an unscheduled interview, show examples, and discuss lessons learned. It will be a lively panel with plenty of news you can use for your own accountability interviews in markets big and small. ",Crystal C,2018-06-15,2018-06-15T17:30:00Z,2018-06-15T18:30:00Z,60,FALSE,FALSE,FALSE,"Joel Grover, NBC4 Los Angeles; Tony Kovaleski, KMGH-Denver (moderator); Vicky Nguyen, NBC Bay Area",Broadcast,NA,NA
3871,Public Records Track: Free the docs: Organizing large-scale public records projects from start to finish (Sponsored by Knight Foundation),"Learn how to successfully manage a large-scale investigation that juggles dozens or hundreds of FOIA and public records requests as well as other open source information, with tips on everything from language to use to managing following up and finally cleaning and crowdsourcing data to presenting your findings. This session will explore how tools from MuckRock, FOIA Machine, and DocumentCloud can help, including a look at the new crowdsourcing tool Assignments, which was developed jointly by MuckRock and DocumentCloud. ",Oceans 9-10,2018-06-15,2018-06-15T17:30:00Z,2018-06-15T18:30:00Z,60,FALSE,FALSE,FALSE,"Michael Morisy, MuckRock; Aron Pilhofer, DocumentCloud",Demo,NA,NA
3872,Election & Politics Track: From fake fraud to lame laws: Investigating voting rights in America,"Across the country, legislatures have passed or are considering laws that radically change the way we vote. To justify the changes, they cite anecdotal and often exaggerated cases of fraud or cherrypick academic work. A new study shows media coverage is the key indicator for whether voters believe voter fraud is a real problem, so it's imperative journalists get this coverage right. You'll walk away from this panel with actionable steps to cover election administration and changing voting laws in your home state and county. Learn to pick apart studies, ask activists tough questions, and use publicly available data to better understand local voting issues. ",Crystal AB,2018-06-15,2018-06-15T20:30:00Z,2018-06-15T21:30:00Z,60,FALSE,FALSE,FALSE,"Jessica Huseman, ProPublica; Sam Levine, HuffPost, Pema Levy, Mother Jones",Panel,NA,NA
3873,Covering hate in America (Sponsored by the Southern Poverty Law Center),How can you effectively collect hate crimes data when law enforcement does such a bad job? What's the best way to cover white supremacy without giving white supremacists a platform? What are best practices for establishing contacts with hate groups and white supremacists? We'll provide insight and tips on how to tackle the hate beat. ,Oceans 5-7,2018-06-14,2018-06-14T21:45:00Z,2018-06-14T22:45:00Z,60,FALSE,FALSE,FALSE,"Natalie Allison, The Tennessean; Rachel Glickhouse, ProPublica; Jerry Mitchell, The Clarion-Ledger (moderator); Aaron Sankin, Reveal from The Center for Investigative Reporting",Panel,NA,NA
3874,On the beat: Harvesting stories from Big Ag,"Whether it's exploitation of migrant workers, foreign purchases of farmland and companies, deadly food recalls, pollution and pesticides, or wasteful government spending, there are many big agribusiness stories going unnoticed. This session will identify databases, expert sources and ideas and techniques for investigations into these fertile fields. ",Oceans 3,2018-06-15,2018-06-15T20:30:00Z,2018-06-15T21:30:00Z,60,FALSE,FALSE,FALSE,"Pam Dempsey, The Midwest Center for Investigative Reporting; Sam Fromartz, FERN; Brant Houston, University of Illinois (moderator); Peggy Lowe, Harvest Public Media",Panel,NA,NA
3875,When the world comes to town: Managing large-scale breaking news stories,It's all hands on deck in your newsroom. Your community is still processing what has happened. You're competing with national and international media to tell a story about tragedy in your local community. How do you manage your emotions and your coverage? ,Oceans 5-7,2018-06-15,2018-06-15T20:30:00Z,2018-06-15T21:30:00Z,60,FALSE,FALSE,FALSE,"Rachel Crosby, Las Vegas Review-Journal; Silvia Foster-Frau, San Antonio Express-News; Naseem Miller, Orlando Sentinel; Nicole Vap, KUSA/9News Denver (moderator)",Panel,NA,NA
3876,Storytelling Track: How to outline for stories big and small,"You've gathered all of the goods: dynamite interviews, juicy documents, key data and more. Now what? How best to organize and tell your story? A trio of successful writers and editors will share tips on how to corral all of that material and turn it into a story that's clear and compelling. Outlining can be a critical and often overlooked component of a successful story. Roman numerals optional. ",Crystal E,2018-06-15,2018-06-15T20:30:00Z,2018-06-15T21:30:00Z,60,FALSE,FALSE,FALSE,"Pat Beall, The Palm Beach Post; Stephanie McCrummen, The Washington Post; James Neff, The Philadelphia Inquirer (moderator)",Panel,NA,NA
3877,Broadcast Track: Digital for dummies (and smarties) (Sponsored by National Association of Broadcasters),"Veteran reporters with deep experience in video investigations unpack how to reach entirely new audiences through digital platforms. Learn how you can make your stories go viral without a large team by creating shareable videos that thrive on social platforms; keeping audiences engaged online while driving your “time on site” numbers through the roof, and adopting multi-platform strategies ranging from digital-first investigations to using SoundCloud to deploy your own podcasts online. ",Crystal C,2018-06-16,2018-06-16T15:00:00Z,2018-06-16T16:00:00Z,60,FALSE,FALSE,FALSE,"Mark Greenblatt, Scripps Washington Bureau (moderator); Noah Pransky, WTSP-Tampa Bay; Joce Sterman, Circa",Broadcast,NA,NA
3878,Technology and Tools Track: Digital security risks — and what you can do about them (Sponsored by Knight Foundation),"The digital world presents journalists with unique problems while communicating with sources and colleagues. Come to this session for a primer on the risks inherent in digital communications, how to evaluate your own risks and ways to protect yourself with modern tools. Lots of security tools are unusable nightmares! This session will focus on pragmatic, realistic tools and ways of approaching digital risk, rather than paranoia (and tools you'll never get your friends or sources to use). Whether you're a reporter regularly dealing with sensitive sources, or if you're just curious to learn more about the tech we take for granted, this session is for you. ",Oceans 9-10,2018-06-15,2018-06-15T21:45:00Z,2018-06-15T22:45:00Z,60,FALSE,FALSE,FALSE,"Mike Tigas, ProPublica",Demo,NA,NA
3879,Diversity Track: Investigating bias: From courts to the classroom,"Racial biases are pervasive in many of our public systems, from policing to courts to education and housing. Learn how you can pinpoint bias on your beat, and how to use social science methods to make sure you're right. ",Crystal AB,2018-06-15,2018-06-15T21:45:00Z,2018-06-15T22:45:00Z,60,FALSE,FALSE,FALSE,"Vanessa de la Torre, WNPR; Lorie Fridell, University of South Florida; Josh Salman, Sarasota Herald-Tribune; Topher Sanders, ProPublica (moderator)",Panel,NA,NA
3880,Management Track: Partnerships: Pros/cons and how to dive in,"Creative collaborations bring more firepower to news investigations. Learn about new approaches, tactics and models for successful partnerships in communities of all sizes. Hear about the downside of collaborations, too, and ways to learn from the mistakes of others. ",Oceans 3,2018-06-15,2018-06-15T21:45:00Z,2018-06-15T22:45:00Z,60,FALSE,FALSE,FALSE,"Stephen Engelberg, ProPublica; Will Fitzgibbon, The International Consortium of Investigative Journalists; Lorie Hearn, inewsource; Amy Pyle, Reveal from the Center for Investigative Reporting; Matt Sarnecki, Organized Crime and Corruption Reporting Project; Ellen Weiss, Scripps Howard News Service (moderator); Brad Wolverton, NerdWallet ",Panel,NA,NA
3881,Public Records Track: Mastering the law to overcome roadblocks to access (Sponsored by TEGNA Foundation),"Journalists persistently report certain recurring access barriers (secretive police withholding documents, quasi-public nonprofits claiming to be ""private"" for FOI purposes, government employees gagged from giving interviews, databases hidden behind proprietary trade-secret software or made prohibitively expensive to duplicate, ""student privacy"" as a blanket excuse for campus opacity), and there are legal responses and strategies to overcome each of these. Mastering the law of access will help journalists tell their best stories and minimize delay and expense in getting the data and documents that make investigations come alive. ",Crystal E,2018-06-16,2018-06-16T16:15:00Z,2018-06-16T17:15:00Z,60,FALSE,FALSE,FALSE,"Frank LoMonte, The Brechner Center for Freedom of Information (moderator); Carol Marbin Miller, Miami Herald; Miranda Spivack, independent journalist",Panel,NA,NA
3882,"Under pressure: Coping with stress, and knowing you’re not alone","A young reporter who has covered three mass shootings in two years; a reporter with three young kids juggling investigative projects (and a hurricane); a veteran reporter dealing with the usual angst (the threat of being sued, subpoenaed, set up). At any stage of a reporter’s career, the pressures of the job can be daunting. A good start is talking about it. In this session, we’ll share experiences and ideas — ours and others' — for managing stress. ",Crystal AB,2018-06-16,2018-06-16T21:00:00Z,2018-06-16T22:00:00Z,60,FALSE,FALSE,FALSE,"Ken Armstrong, ProPublica, Lulu Ramadan, The Palm Beach Post, and Mike Hixenbaugh, The Houston Chronicle",Panel,NA,NA
3883,Broadcast Track: Deep dive 2 (Sponsored by National Association of Broadcasters),A deep dive into how some of the biggest stories of the year came to fruition ,Crystal C,2018-06-15,2018-06-15T20:30:00Z,2018-06-15T21:30:00Z,60,FALSE,FALSE,FALSE,"Jodie Fleischer, NBC4 Washington (moderator); Harry Hairston, NBC10  Philadelphia; Chris Vanderveen, KUSA/9News Denver",Broadcast,NA,NA
3884,The wizarding world of investigative research (Sponsored by Knight Foundation),"Investigative reporters and researchers will dive into the latest tools and tricks for public records research and advanced search techniques, ride on to online privacy and alerting services and finish the run with personal web caching and archiving. ",Oceans 9-10,2018-06-15,2018-06-15T20:30:00Z,2018-06-15T21:30:00Z,60,FALSE,FALSE,FALSE,"Margot Williams, The Intercept; Barbara Gray, CUNY Graduate School of Journalism; Gary Price, infoDOCKET",Demo,NA,NA
3885,Investigating wildlife issues,"Covering wildlife isn't just for animal lovers. These are stories about crime, sustainability, community and economic development, politics, and big money too. Reporters will explain how they investigated the seafood industry, alligator poaching in Florida, and the international illegal wildlife trade, among others. The panel will focus on how and where to find sources, public records and datasets, story ideas that you can pursue in your own community, and how to tell these stories in a way that anyone — even people who aren't particularly interested in animal issues — will find compelling. ",Oceans 3,2018-06-14,2018-06-14T15:00:00Z,2018-06-14T16:00:00Z,60,FALSE,FALSE,FALSE,"Rachael Bale, National Geographic (moderator); Rene Ebersole, independent journalist; Lee van der Voo, independent journalist",Panel,NA,NA
3886,Radio deep dives,A deep dive into how some of the biggest radio stories of the year came to fruition. ,Crystal E,2018-06-14,2018-06-14T15:00:00Z,2018-06-14T16:00:00Z,60,FALSE,FALSE,FALSE,"Tony Schick, OPB; Alex Hall, KQED; Nicole Beemsterboer, NPR",Panel,NA,NA
3887,Tools for mining federal court documents (Sponsored by Knight Foundation),"Federal court records are a treasure trove, and not just for the reasons you think. Sure court filings can tell you what’s up with the president’s lawyer, or his ex-campaign chairman – and we’ll tell you how to stay up to speed. But federal courts can generate 150,000 documents a day, and there’s treasure buried in there. We’ll show you the data and tools that will help you find it, and try to help with any obstacles you’ve hit. ",Oceans 9-10,2018-06-15,2018-06-15T23:00:00Z,2018-06-16T00:15:00Z,75,FALSE,FALSE,FALSE,"Mike Lissner, Free Law Project; Brad Heath, USA TODAY Network",Demo,NA,NA
3888,Diversity Track: Covering immigrant communities,"As immigration protests, crackdowns and policy fights become more common, it can be easy to lose sight of many other issues that impact immigrant communities. This session will cover strategies to spot and report stories beyond immigration enforcement — although we will touch on how to deal with government agencies too. We will talk about building sources who can be reluctant to talk, broadening stories beyond the anecdote, covering immigration issues even if it's not your regular beat or jumping into your first project and reporting enterprise stories if you are a beat immigration reporter. ",Crystal AB,2018-06-16,2018-06-16T15:00:00Z,2018-06-16T16:00:00Z,60,FALSE,FALSE,FALSE,"Howard Berkes, NPR; Brittny Mejia, Los Angeles Times; Maria Perez Sanchez, Naples Daily News (moderator); Perla Trevizo, Arizona Daily Star",Panel,NA,NA
